,predicted_mean
2025-02-24,0.024556573000000012
2025-02-25,0.02455657300000001
2025-02-26,0.02455657300000001
2025-02-27,0.02455657300000001
2025-02-28,0.024556573000000012
2025-03-01,0.024556573000000012
2025-03-02,0.024556573000000012
2025-03-03,0.024556573000000012
2025-03-04,0.024556573000000012
2025-03-05,0.024556573000000012
2025-03-06,0.024556573000000012
2025-03-07,0.024556573000000012
2025-03-08,0.024556573000000012
2025-03-09,0.024556573000000012
2025-03-10,0.024556573000000012
2025-03-11,0.024556573000000012
2025-03-12,0.024556573000000012
2025-03-13,0.024556573000000012
2025-03-14,0.024556573000000012
2025-03-15,0.024556573000000012
2025-03-16,0.024556573000000012
2025-03-17,0.024556573000000012
2025-03-18,0.024556573000000012
2025-03-19,0.024556573000000012
2025-03-20,0.024556573000000012
2025-03-21,0.024556573000000012
2025-03-22,0.024556573000000012
2025-03-23,0.024556573000000012
2025-03-24,0.024556573000000012
2025-03-25,0.024556573000000012
