Date,RF_Forecast
2025-02-24,8.322239839955634e-06
2025-02-25,8.322239839955634e-06
2025-02-26,8.322239839955634e-06
2025-02-27,8.322239839955634e-06
2025-02-28,8.322239839955634e-06
2025-03-01,8.322239839955634e-06
2025-03-02,8.322239839955634e-06
2025-03-03,8.322239839955634e-06
2025-03-04,8.322239839955634e-06
2025-03-05,8.322239839955634e-06
2025-03-06,8.322239839955634e-06
2025-03-07,8.322239839955634e-06
2025-03-08,8.322239839955634e-06
2025-03-09,8.322239839955634e-06
2025-03-10,8.322239839955634e-06
2025-03-11,8.322239839955634e-06
2025-03-12,8.322239839955634e-06
2025-03-13,8.322239839955634e-06
2025-03-14,8.322239839955634e-06
2025-03-15,8.322239839955634e-06
2025-03-16,8.322239839955634e-06
2025-03-17,8.322239839955634e-06
2025-03-18,8.322239839955634e-06
2025-03-19,8.322239839955634e-06
2025-03-20,8.322239839955634e-06
2025-03-21,8.322239839955634e-06
2025-03-22,8.322239839955634e-06
2025-03-23,8.322239839955634e-06
2025-03-24,8.322239839955634e-06
2025-03-25,8.322239839955634e-06
