Date,HW_Forecast
2025-02-24,3.6626377043575924
2025-02-25,3.662305895226
2025-02-26,3.6622835040188186
2025-02-27,3.662270307228303
2025-02-28,3.662275346683522
2025-03-01,3.6622726321680137
2025-03-02,3.662277524395221
2025-03-03,3.6626377043575924
2025-03-04,3.662305895226
2025-03-05,3.6622835040188186
2025-03-06,3.662270307228303
2025-03-07,3.662275346683522
2025-03-08,3.6622726321680137
2025-03-09,3.662277524395221
2025-03-10,3.6626377043575924
2025-03-11,3.662305895226
2025-03-12,3.6622835040188186
2025-03-13,3.662270307228303
2025-03-14,3.662275346683522
2025-03-15,3.6622726321680137
2025-03-16,3.662277524395221
2025-03-17,3.6626377043575924
2025-03-18,3.662305895226
2025-03-19,3.6622835040188186
2025-03-20,3.662270307228303
2025-03-21,3.662275346683522
2025-03-22,3.6622726321680137
2025-03-23,3.662277524395221
2025-03-24,3.6626377043575924
2025-03-25,3.662305895226
