,predicted_mean
2025-02-24,-4.066e-321
2025-02-25,-4.066e-321
2025-02-26,-4.066e-321
2025-02-27,-4.066e-321
2025-02-28,-4.066e-321
2025-03-01,-4.066e-321
2025-03-02,-4.066e-321
2025-03-03,-4.066e-321
2025-03-04,-4.066e-321
2025-03-05,-4.066e-321
2025-03-06,-4.066e-321
2025-03-07,-4.066e-321
2025-03-08,-4.066e-321
2025-03-09,-4.066e-321
2025-03-10,-4.066e-321
2025-03-11,-4.066e-321
2025-03-12,-4.066e-321
2025-03-13,-4.066e-321
2025-03-14,-4.066e-321
2025-03-15,-4.066e-321
2025-03-16,-4.066e-321
2025-03-17,-4.066e-321
2025-03-18,-4.066e-321
2025-03-19,-4.066e-321
2025-03-20,-4.066e-321
2025-03-21,-4.066e-321
2025-03-22,-4.066e-321
2025-03-23,-4.066e-321
2025-03-24,-4.066e-321
2025-03-25,-4.066e-321
