,predicted_mean
2025-02-24,-8.034e-321
2025-02-25,-8.034e-321
2025-02-26,-8.034e-321
2025-02-27,-8.034e-321
2025-02-28,-8.034e-321
2025-03-01,-8.034e-321
2025-03-02,-8.034e-321
2025-03-03,-8.034e-321
2025-03-04,-8.034e-321
2025-03-05,-8.034e-321
2025-03-06,-8.034e-321
2025-03-07,-8.034e-321
2025-03-08,-8.034e-321
2025-03-09,-8.034e-321
2025-03-10,-8.034e-321
2025-03-11,-8.034e-321
2025-03-12,-8.034e-321
2025-03-13,-8.034e-321
2025-03-14,-8.034e-321
2025-03-15,-8.034e-321
2025-03-16,-8.034e-321
2025-03-17,-8.034e-321
2025-03-18,-8.034e-321
2025-03-19,-8.034e-321
2025-03-20,-8.034e-321
2025-03-21,-8.034e-321
2025-03-22,-8.034e-321
2025-03-23,-8.034e-321
2025-03-24,-8.034e-321
2025-03-25,-8.034e-321
